Rank,Player,Team,Blocks,PerGame
487,Matt Cullen,NSH,22,0.29
488,Luke Gazdic,EDM,22,0.33
489,Joe Vitale,PIT,22,0.42
490,Cody Hodgson,BUF,22,0.31
491,Peter Holland,TOR,22,0.51
492,Milan Lucic,BOS,22,0.28
493,Mikhail Grabovski,WAS,22,0.38
494,Pavel Datsyuk,DET,22,0.49
495,Shane Doan,PHO,22,0.32
496,Jean-Philippe Cote,TB,22,1.16
497,Alex Ovechkin,WAS,22,0.28
498,Riley Nash,CAR,22,0.3
499,Jannik Hansen,VAN,22,0.31
500,Brandon Bollig,CHI,22,0.27
501,Jesse Winchester,FLA,21,0.4
502,Justin Williams,LA,21,0.26
503,John Scott,BUF,21,0.38
504,Dan Carcillo,NYR,21,0.37
505,Ryan Jones,EDM,21,0.4
506,Daniel Sedin,VAN,21,0.29
507,Mike Richards,LA,21,0.26
508,Lee Stempniak,PIT,21,0.29
509,Alex Chiasson,DAL,21,0.27
510,Craig Smith,NSH,21,0.27
511,Erik Cole,DAL,21,0.28
512,Tim Kennedy,PHO,21,0.57
513,Cody McCormick,MIN,21,0.49
514,Brandon Saad,CHI,20,0.26
515,Nathan Beaulieu,MON,20,1.18
516,James Wright,WPG,20,0.34
517,Jakob Silfverberg,ANH,20,0.38
518,Jakub Voracek,PHI,20,0.24
519,Brenden Morrow,STL,20,0.28
520,Tom Pyatt,TB,20,0.74
521,Clarke MacArthur,OTT,20,0.25
522,Eric Gelinas,NJ,20,0.33
523,Stephane Veilleux,MIN,20,0.59
524,Colin Fraser,LA,20,0.61
525,David Perron,EDM,20,0.26
526,Jonathan Toews,CHI,20,0.26
527,Tomas Tatar,DET,20,0.27
528,Colby Robak,FLA,19,1.19
529,Derick Brassard,NYR,19,0.23
530,Sven Baertschi,CGY,19,0.73
531,Ryane Clowe,NJ,19,0.44
532,Troy Bodie,TOR,19,0.4
533,Henrik Sedin,VAN,19,0.27
534,Patrik Elias,NJ,19,0.29
535,Shawn Thornton,BOS,19,0.3
536,Johan Larsson,BUF,19,0.68
537,Vincent Lecavalier,PHI,19,0.28
538,Nikita Kucherov,TB,19,0.37
539,Jimmy Hayes,FLA,19,0.35
540,Brian Gibbons,PIT,19,0.46
541,John Tavares,NYI,19,0.32
542,Tomas Kopecky,FLA,19,0.39
543,Peter Regin,CHI,19,0.31
544,Maxim Lapierre,STL,18,0.25
545,Mike Ribeiro,PHO,18,0.23
546,Sean Bergenheim,FLA,18,0.29
547,Benoit Pouliot,NYR,18,0.23
548,Zach Sill,PIT,18,0.9
549,Matt Gilroy,FLA,18,1.13
550,Chris Kreider,NYR,18,0.27
551,Chris Neil,OTT,18,0.24
552,Chuck Kobasew,PIT,18,0.55
553,Evgeni Malkin,PIT,18,0.3
554,Corey Potter,BOS,18,0.95
555,Steve Downie,PHI,18,0.29
556,Jesse Joensuu,EDM,18,0.43
557,Drayson Bowman,CAR,18,0.26
558,J.T. Miller,NYR,17,0.57
559,Thomas Vanek,MON,17,0.22
560,Dwight King,LA,17,0.22
561,Ryan Wilson,COL,17,0.61
562,Frank Corrado,VAN,17,1.13
563,Eric Tangradi,WPG,17,0.31
564,John McCarthy,SJ,17,0.47
565,David Booth,VAN,17,0.26
566,Tyler Wotherspoon,CGY,17,1.21
567,Elias Lindholm,CAR,17,0.29
568,Erik Haula,MIN,17,0.37
569,Daniel Cleary,DET,17,0.33
570,Darren Helm,DET,16,0.38
571,Mikkel Boedker,PHO,16,0.2
572,Andrew Shaw,CHI,16,0.2
573,Blake Comeau,CLS,16,0.26
574,Jack Hillen,WAS,16,1.23
575,Trevor Smith,TOR,16,0.57
576,Bracken Kearns,SJ,16,0.64
577,Richard Panik,TB,16,0.32
578,Riley Sheahan,DET,16,0.38
579,P.A. Parenteau,COL,16,0.29
580,Patrick Maroon,ANH,16,0.26
581,Colton Sceviour,DAL,16,0.62
582,Scott Gomez,FLA,16,0.35
583,Steven Stamkos,TB,16,0.43
584,Ray Whitney,DAL,16,0.23
585,Andrei Loktionov,CAR,15,0.22
586,Brandon Pirri,FLA,15,0.31
587,Patrick Kane,CHI,15,0.22
588,Mathieu Perreault,ANH,15,0.22
589,Jiri Hudler,CGY,15,0.2
590,Rene Bourque,MON,15,0.24
591,Nathan Gerbe,CAR,15,0.19
592,Keith Aulie,TB,15,1
593,Henrik Zetterberg,DET,15,0.33
594,Colin McDonald,NYI,15,0.21
595,B.J. Crombeen,TB,15,0.27
596,Mike Brown,SJ,15,0.27
597,Jamie Oleksiak,DAL,14,2
598,Nathan Horton,CLS,14,0.39
599,Will Acton,EDM,14,0.47
600,Reilly Smith,BOS,14,0.17
601,David Rundblad,CHI,14,0.82
602,Gustav Nyquist,DET,14,0.25
603,Todd Bertuzzi,DET,14,0.24
604,Martin Havlat,SJ,14,0.29
605,Patrick Bordeleau,COL,14,0.17
606,Cal Clutterbuck,NYI,14,0.19
607,Mark Borowiecki,OTT,13,1
608,Devante Smith-Pelly,ANH,13,0.68
609,Kevin Czuczman,NYI,13,1
610,Jayson Megna,PIT,13,0.36
611,Kyle Clifford,LA,13,0.18
612,Tom Wilson,WAS,13,0.16
613,Alexander Urbom,NJ,13,0.65
614,Tomas Hertl,SJ,13,0.35
615,Emerson Etem,ANH,13,0.45
616,Jonathon Blum,MIN,13,0.87
617,Loui Eriksson,BOS,13,0.21
618,Dave Bolland,TOR,13,0.57
619,Zac Rinaldo,PHI,12,0.18
620,Eric O'Dell,WPG,12,0.4
621,Tom Sestito,VAN,12,0.16
622,Dustin Brown,LA,12,0.15
623,Jean-Gabriel Pageau,OTT,12,0.43
624,Brayden McNabb,LA,12,1
625,Teddy Purcell,TB,12,0.15
626,Ryan Reaves,STL,12,0.19
627,Matt Frattin,CLS,11,0.25
628,Derek Grant,OTT,11,0.55
629,Patrik Nemeth,DAL,11,1.38
630,Tomas Fleischmann,FLA,11,0.14
631,Daniel Briere,MON,11,0.16
632,Quinton Howden,FLA,11,0.69
633,Jason Zucker,MIN,11,0.52
634,Jordan Nolan,LA,11,0.17
635,Vincent Trocheck,FLA,11,0.55
636,Julien Brouillette,WAS,11,1.1
637,Tyler Kennedy,SJ,11,0.16
638,Zach Redmond,WPG,11,1.1
639,Stephen Weiss,DET,10,0.38
640,Ryan Whitney,FLA,10,1.43
641,Jake McCabe,BUF,10,1.43
642,Kevin Westgarth,CGY,10,0.21
643,Michael Chaput,CLS,10,0.59
644,Aaron Volpatti,WAS,10,0.24
645,Eriah Hayes,SJ,10,0.67
646,Colton Orr,TOR,10,0.19
647,Chris Conner,PIT,10,0.53
648,Michael Ryder,NJ,10,0.12
649,Marian Gaborik,LA,10,0.24
650,Bryan Bickell,CHI,10,0.17
651,Paul Byron,CGY,10,0.21
652,Chad Billins,CGY,9,0.9
653,Vladimir Tarasenko,STL,9,0.14
654,Chris Stewart,BUF,9,0.14
655,Jared Boll,CLS,9,0.32
656,Jerred Smithson,TOR,9,0.5
657,Zac Dalpe,VAN,9,0.16
658,Jordan Caron,BOS,9,0.26
659,Rich Clune,NSH,9,0.16
660,Colton Sissons,NSH,9,0.53
661,Radek Martinek,NYI,9,0.69
662,Adam Burish,SJ,9,0.6
663,Darren Archibald,VAN,9,0.56
664,Jaromir Jagr,NJ,9,0.11
665,Tim Sestito,NJ,9,0.56
666,Denis Grebeshkov,EDM,9,1.29
667,Tanner Pearson,LA,9,0.36
668,Kyle Chipchura,PHO,9,0.11
669,Tomas Jurco,DET,9,0.25
670,Brandon Gormley,PHO,8,1.6
671,Tyler Toffoli,LA,8,0.13
672,Jordan Schroeder,VAN,8,0.32
673,Alex Tanguay,COL,8,0.5
674,Adam Cracknell,STL,8,0.42
675,Jeremy Welsh,VAN,8,0.42
676,Ryan Strome,NYI,8,0.22
677,Anton Lander,EDM,8,0.3
678,Teemu Selanne,ANH,8,0.13
679,Scott Mayfield,NYI,8,1.6
680,Brian Dumoulin,PIT,8,1.33
681,Jeff Skinner,CAR,8,0.11
682,Mike Hoffman,OTT,7,0.28
683,Philip Samuelsson,PIT,7,1.4
684,Jordan Szwarz,PHO,7,0.27
685,Louis Leblanc,ANH,7,0.88
686,Andrew Alberts,VAN,7,0.7
687,Beau Bennett,PIT,7,0.33
688,Rob Klinkhammer,PHO,7,0.1
689,Jim Slater,WPG,7,0.26
690,Joakim Nordstrom,CHI,7,0.44
691,Christopher Breen,CGY,7,0.78
692,Andrew Ebbett,PIT,7,0.78
693,Jesper Fast,NYR,7,0.64
694,Cody Goloubef,CLS,7,1.4
695,Carter Ashton,TOR,7,0.22
696,Brandon McMillan,PHO,7,0.32
697,Mark Stone,OTT,7,0.37
698,Tye McGinn,PHI,7,0.39
699,Eric Boulton,NYI,6,0.26
700,Pierre-Marc Bouchard,CHI,6,0.21
701,Chris VandeVelde,PHI,6,0.33
702,Hal Gill,PHI,6,1
703,Ben Street,CGY,6,0.46
704,Krys Barch,FLA,6,0.11
705,Zack Kassian,VAN,6,0.08
706,Ryan Spooner,BOS,6,0.26
707,Jack Skille,CLS,6,0.38
708,Derek Smith,CGY,6,0.43
709,Matt Taormina,CLS,6,0.86
710,Nicklas Jensen,VAN,6,0.35
711,Chris Terry,CAR,6,0.6
712,John Persson,NYI,6,0.6
713,Harry Zolnierczyk,PIT,5,0.38
714,Dmitrij Jaskin,STL,5,0.28
715,Drew Shore,FLA,5,0.21
716,Joey Crabb,FLA,5,0.56
717,George Parros,MON,5,0.23
718,Nick Johnson,BOS,5,0.56
719,Brad Malone,COL,5,0.16
720,Casey Wellman,WAS,5,0.38
721,Mikhail Grigorenko,BUF,5,0.28
722,Reid Boucher,NJ,5,0.22
723,Cory Emmerton,DET,5,0.28
724,Matt Fraser,BOS,5,0.36
725,Dustin Jeffrey,DAL,5,0.15
726,Patrick Eaves,NSH,5,0.17
727,Blair Jones,CGY,5,0.36
728,Mike Mottau,FLA,5,0.63
729,Alex Petrovic,FLA,5,0.71
730,Damien Brunner,NJ,5,0.08
731,Taylor Beck,NSH,5,0.71
732,Chris Mueller,DAL,4,0.44
733,Jay Rosehill,PHI,4,0.12
734,Jonathan Racine,FLA,4,4
735,Mark Cundari,CGY,4,1
736,Calle Jarnkrok,NSH,4,0.33
737,Jacob Josefson,NJ,4,0.15
738,Corban Knight,CGY,4,0.57
739,Paul Bissonnette,PHO,4,0.1
740,Patrick Wey,WAS,4,0.44
741,Kevin Porter,BUF,4,0.33
742,Bryce Van Brabant,CGY,4,0.67
743,Rickard Rakell,ANH,4,0.22
744,Cedric Paquette,TB,4,2
745,Tim Jackman,ANH,4,0.11
746,Patrick Holland,MON,4,0.8
747,Mike Halmo,NYI,4,0.2
748,David Warsofsky,BOS,4,0.67
749,Cameron Gaunce,DAL,4,0.44
750,Tyler Pitlick,EDM,4,0.4
751,Mike Sislo,NJ,4,0.29
752,Roman Horak,EDM,4,1.33
753,Jerry D'Amigo,TOR,4,0.18
754,Nikita Zadorov,BUF,3,0.43
755,Linus Omark,BUF,3,0.21
756,Freddie Hamilton,SJ,3,0.27
757,Matt Dumba,MIN,3,0.23
758,Mikael Samuelsson,DET,3,0.12
759,John Albert,WPG,3,0.33
760,Nicolas Deslauriers,BUF,3,0.18
761,Lane MacDermid,CGY,3,0.43
762,Kenny Agostino,CGY,3,0.38
763,Chris Porter,STL,3,0.14
764,Dana Tyrell,CLS,3,0.43
765,Cam Janssen,NJ,3,0.13
766,Patrice Cormier,WPG,3,0.33
767,Matt Kassian,OTT,3,0.09
768,Stephane Da Costa,OTT,3,0.25
769,Mike Blunden,MON,3,0.43
770,Dave Steckel,ANH,3,0.5
771,Anthony Peluso,WPG,3,0.06
772,Frazer McLaren,TOR,3,0.11
773,Taylor Fedun,EDM,3,0.75
774,Landon Ferraro,DET,2,0.5
775,Raffi Torres,SJ,2,0.4
776,Brett Bulmer,MIN,2,0.4
777,Anders Lee,NYI,2,0.09
778,Yann Sauve,VAN,2,0.67
779,Michael Latta,WAS,2,0.12
780,Jeremy Morin,CHI,2,0.08
781,Filip Forsberg,NSH,2,0.15
782,Johan Sundstrom,NYI,2,0.18
783,Zach Boychuk,CAR,2,0.18
784,Nolan Yonkman,ANH,2,1
785,Ryan Sproul,DET,2,2
786,Brad Hunt,EDM,2,0.67
787,Adam Payerl,PIT,2,1
788,Carson McMillan,MIN,2,2
789,Pierre-Cedric Labrie,TB,2,0.15
790,Ben Eager,EDM,2,0.29
791,Evgeny Kuznetsov,WAS,2,0.12
792,Garrett Wilson,FLA,2,0.67
793,Mattias Tedenby,NJ,2,0.13
794,David van der Gulik,COL,2,1
795,Brett Sutter,CAR,2,0.12
796,David Broll,TOR,2,0.4
797,Andy Miele,PHO,2,0.29
798,Matt Hunwick,COL,2,2
799,Philip Varone,BUF,2,0.22
800,Paul Carey,COL,2,0.17
801,Ryan Stoa,WAS,1,0.33
802,Ryan Craig,CLS,1,0.17
803,Ben Hanowski,CGY,1,0.09
804,Christian Thomas,MON,1,0.5
805,Conor Allen,NYR,1,0.33
806,Luke Adam,BUF,1,0.08
807,Dylan McIlrath,NYR,1,0.5
808,Patrick Kaleta,BUF,1,0.2
809,Linden Vey,LA,1,0.06
810,Carl Klingberg,WPG,1,0.33
811,Joonas Nattinen,MON,1,1
812,Pierre-Luc Letourneau-Leblond,PIT,1,1
813,Markus Granlund,CGY,1,0.14
814,Simon Moser,NSH,1,0.17
815,Gilbert Brule,PHO,1,0.33
816,Xavier Ouellet,DET,1,0.25
817,Brad Mills,CHI,1,0.33
818,Ryan Hamilton,EDM,1,0.5
819,Martin St. Pierre,MON,1,1
820,Sean Collins,CLS,1,0.17
821,Cody Kunyk,TB,1,1
822,Chris Brown,WAS,1,0.08
823,Julian Melchiori,WPG,1,1
824,Travis Morin,DAL,1,0.25
825,Peter LeBlanc,WAS,1,1
826,Steven Pinizzotto,EDM,1,0.17
827,Vladislav Namestnikov,TB,1,0.25
828,Tim Erixon,CLS,1,0.5
829,Andrew Campbell,LA,1,0.33
830,Maxime Fortunus,DAL,1,1
831,Carter Hutton,NSH,1,0.03
832,Matt Pelech,SJ,1,0.17
833,Rostislav Olesz,NJ,1,0.1
834,Pascal Pelletier,VAN,1,0.33
835,Arron Asham,NYR,1,0.17
836,Brandon Mashinter,CHI,1,0.17
837,Kellan Lain,VAN,1,0.11
838,Petter Granberg,TOR,1,1
839,Jordin Tootoo,DET,1,0.09
840,Brett Connolly,TB,1,0.09
841,Brandon Yip,PHO,1,0.5
842,James Reimer,TOR,0,0
843,Magnus Hellberg,NSH,0,0
844,Ben Chiarot,WPG,0,0
845,Cory Schneider,NJ,0,0
846,Jimmy Howard,DET,0,0
847,Thomas Greiss,PHO,0,0
848,John Gibson,ANH,0,0
849,Aaron Palushaj,CAR,0,0
850,Cam Ward,CAR,0,0
851,Eddie Lack,VAN,0,0
852,Sergei Bobrovsky,CLS,0,0
853,Martin Brodeur,NJ,0,0
854,Marc-Andre Fleury,PIT,0,0
855,Alexander Khokhlachev,BOS,0,0
856,Ryan Miller,STL,0,0
857,Benn Ferriero,VAN,0,0
858,Michal Neuvirth,BUF,0,0
859,Cody Bass,CLS,0,0
860,Josh Harding,MIN,0,0
861,Richard Bachman,EDM,0,0
862,Jack Campbell,DAL,0,0
863,Brian Elliott,STL,0,0
864,Jason LaBarbera,CHI,0,0
865,Brett Gallant,NYI,0,0
866,Joe Piskula,NSH,0,0
867,Cameron Schilling,WAS,0,0
868,Josh Leivo,TOR,0,0
869,Cedrick Desjardins,TB,0,0
870,Nikolai Khabibulin,CHI,0,0
871,Anton Khudobin,CAR,0,0
872,Alexey Marchenko,DET,0,0
873,Jonathan Bernier,TOR,0,0
874,Michael Zalewski,VAN,0,0
875,Kristers Gudlevskis,TB,0,0
876,Adam Almquist,DET,0,0
877,Antti Raanta,CHI,0,0
878,Carey Price,MON,0,0
879,Darroll Powe,NYR,0,0
880,Matt Hackett,BUF,0,0
881,Mitch Callahan,DET,0,0
882,Anders Nilsson,NYI,0,0
883,Alex Stalock,SJ,0,0
884,Drew MacIntyre,TOR,0,0
885,Ray Emery,PHI,0,0
886,John Curry,MIN,0,0
887,Jonathan Quick,LA,0,0
888,Spencer Abbott,TOR,0,0
889,Matt Carey,CHI,0,0
890,Justin Florek,BOS,0,0
891,Robin Lehner,OTT,0,0
892,Dmitry Korobov,TB,0,0
893,Ilya Bryzgalov,MIN,0,0
894,Stefan Elliott,COL,0,0
895,Jacob Markstrom,VAN,0,0
896,Joey MacDonald,CGY,0,0
897,Semyon Varlamov,COL,0,0
898,Mike Smith,PHO,0,0
899,Johnny Gaudreau,CGY,0,0
900,Kari Lehtonen,DAL,0,0
901,Petr Mrazek,DET,0,0
902,Kris Newbury,PHI,0,0
903,Lucas Lessio,PHO,0,0
904,Joacim Eriksson,VAN,0,0
905,Martin Jones,LA,0,0
906,Keith Aucoin,STL,0,0
907,Jeff Zatkoff,PIT,0,0
908,Matt Lindblad,BOS,0,0
909,Craig Cunningham,BOS,0,0
910,Ben Scrivens,EDM,0,0
911,Martin Biron,NYR,0,0
912,Henrik Lundqvist,NYR,0,0
913,Tuukka Rask,BOS,0,0
914,Braden Holtby,WAS,0,0
915,Mike McKenna,CLS,0,0
916,Tim Thomas,DAL,0,0
917,Dan Ellis,FLA,0,0
918,Steve Mason,PHI,0,0
919,Frederik Andersen,ANH,0,0
920,Mark Visentin,PHO,0,0
921,Kent Simpson,CHI,0,0
922,Teuvo Teravainen,CHI,0,0
923,Calvin Heeter,PHI,0,0
924,Scott Clemmensen,FLA,0,0
925,Viktor Fasth,EDM,0,0
926,Alex Grant,OTT,0,0
927,Antti Niemi,SJ,0,0
928,Joni Ortio,CGY,0,0
929,Joe Whitney,NJ,0,0
930,Mark Van Guilder,NSH,0,0
931,Bobby Butler,FLA,0,0
932,Gabriel Dumont,MON,0,0
933,Cam Talbot,NYR,0,0
934,Jamie Devane,TOR,0,0
935,Jaroslav Halak,NYI,0,0
936,Nathan Lieuwen,BUF,0,0
937,Christian Folin,MIN,0,0
938,Greg McKegg,TOR,0,0
939,Roberto Luongo,FLA,0,0
940,Dustin Tokarski,MON,0,0
941,Mike Rupp,MIN,0,0
942,Sami Aittokallio,COL,0,0
943,Max Reinhart,CGY,0,0
944,Anders Lindback,TB,0,0
945,Jean-Sebastien Giguere,COL,0,0
946,Craig Anderson,OTT,0,0
947,Al Montoya,WPG,0,0
948,Nathan Lawson,OTT,0,0
949,Bill Arnold,CGY,0,0
950,Michael Hutchinson,WPG,0,0
951,Connor Knapp,BUF,0,0
952,Karl Stollery,COL,0,0
953,Darcy Kuemper,MIN,0,0
954,Curtis McElhinney,CLS,0,0
955,Nick Drazenovic,PIT,0,0
956,Ty Rattie,STL,0,0
957,Jason Akeson,PHI,0,0
958,Justin Johnson,NYI,0,0
959,Teemu Pulkkinen,DET,0,0
960,Jonas Gustavsson,DET,0,0
961,Karri Ramo,CGY,0,0
962,Zach Trotman,BOS,0,0
963,Jhonas Enroth,BUF,0,0
964,Philipp Grubauer,WAS,0,0
965,Kevin Poulin,NYI,0,0
966,Chad Johnson,BOS,0,0
967,Devan Dubnyk,MON,0,0
968,Marek Mazanec,NSH,0,0
969,Justin Peters,CAR,0,0
970,Niklas Svedberg,BOS,0,0
971,Peter Budaj,MON,0,0
972,Ben Bishop,TB,0,0
973,Jonas Hiller,ANH,0,0
974,Ondrej Pavelec,WPG,0,0
975,Corey Crawford,CHI,0,0
976,Andrew Hammond,OTT,0,0
977,Reto Berra,COL,0,0
978,Nicolas Deschamps,WAS,0,0
979,Pekka Rinne,NSH,0,0
980,Jake Dowell,MIN,0,0
981,Niklas Backstrom,MIN,0,0
982,Evgeni Nabokov,NYI,0,0
983,Cristopher Nilstorp,DAL,0,0
984,Kurtis Mucha,EDM,-,-
985,Aaron Johnson,NYR,-,-
986,Tomas Kundratek,WAS,-,-
987,Rob Flick,BOS,-,-
988,Eric Neilson,TB,-,-
989,Brandon Kozun,TOR,-,-
990,Marc-Andre Bourdon,PHI,-,-
991,Jason Arnott,STL,-,-
992,Ryan Culkin,CGY,-,-
993,Brandon Whitney,CHI,-,-
994,Joey Mormina,TB,-,-
995,Max Nicastro,DET,-,-
996,Daniel Altshuller,CAR,-,-
997,Jake Hansen,CLS,-,-
998,Steve Quailer,LA,-,-
999,Brody Sutter,CAR,-,-
1000,Joe Cannata,VAN,-,-